"...1","Identificador","ual_prov","ual_estr","ual_segm","al_ncues","fp_numt","fp_numl","rc_clacul","fp_k704","fp_k705","fp_k706ha","fp_k707ha","fp_k708","fp_k709","fp_k710","fp_k711","fp_k712","fp_venmernac","fp_venmerint","fp_prepasuelo","fp_poda","fp_tutoreo","fp_despunte","fp_riego","fp_superf_regada_ha","fp_porc_surc","fp_porc_aspe","fp_porc_micr","fp_porc_gote","fp_porc_nebu","fp_porc_otro","fp_obsmetrie","fp_aferti","fp_forg","fp_cant1_fo","fp_umed1_fo","fp_cant2_fo","fp_umed2_fo","fp_cant3_fo","fp_umed3_fo","fp_fqui","fp_cantidad_npk_fq","fp_umed_npk_fq","fp_cantidad_nit_fq","fp_umed_nit_fq","fp_cantidad_fq","fp_umed_fq","fp_cantidad_pot_fq","fp_umed_pot_fq","fp_afito","fp_porg","fp_cantidad_po","fp_umedida_po","fp_pqui","fp_cantidad_her_pq","fp_umed_her_pq","fp_color_her_pq","fp_cantidad_ins_pq","fp_umed_ins_pq","fp_color_ins_pq","fp_cantidad_fun_pq","fp_umed_fun_pq","fp_color_fun_pq","fp_cantidad_pq","fp_umed_pq","fp_color_pq","fp_trabocacont","fp_trabfami","fp_clacu","fp_full_tabaco","fp_tabaco","fp_Bonche","fp_Bouquet","fp_tn","fact_exp_fin"
136,"17025163000993556","17","63","00099","3556",1,1,716,1,14,1,1,80000,6e+05,3,24000,25,5,95,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,1440,1,1,2160,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,240,5,4,480,5,3,480,5,3,NA,NA,716,NA,NA,24000,NA,1,1
137,"17025163000993556","17","63","00099","3556",2,2,716,1,12,1,1,80000,6e+05,3,24000,25,5,95,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,1440,1,1,2160,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,240,5,4,480,5,3,480,5,3,NA,NA,716,NA,NA,24000,NA,1,1
138,"17025163000993556","17","63","00099","3556",3,3,716,1,7,3,3,240000,1800000,3,72000,25,5,95,1,1,1,1,1,3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,4320,1,1,6480,5,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,720,5,4,1440,5,3,1440,5,3,NA,NA,716,NA,NA,72000,NA,1,1
139,"17025163000993568","17","63","00099","3568",1,1,716,1,20,23,23,2e+06,1.3e+07,2,130000,100,NA,100,1,1,1,1,1,23,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,184,3,NA,NA,1,184,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1150,5,4,3300,2,3,4200,5,4,25,NA,716,NA,130000,NA,NA,1,1
140,"17025201113520001","17","01","11352","0001",1,1,716,1,7,5,5,361204,1083612,4,51472,20,NA,100,1,1,1,1,1,5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2.5,4,NA,NA,1,NA,NA,2000,2,4000,2,15000,2,1,1,400,5,1,NA,NA,NA,280,5,3,1000,5,3,2,5,3,NA,NA,716,NA,NA,NA,51472,1,7.87698844361959
141,"17025201113520001","17","01","11352","0001",2,2,716,1,7,5,5,361204,1083612,4,51472,20,NA,100,1,1,1,1,1,5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2.5,4,NA,NA,1,NA,NA,2000,2,4000,2,15000,2,1,1,400,5,1,NA,NA,NA,280,5,3,1000,5,3,2,5,3,NA,NA,716,NA,NA,NA,51472,1,6.48670442726193
142,"17025201113520001","17","01","11352","0001",3,3,716,1,4,4.95,4.95,357592,1072776,4,50956,20,NA,100,1,1,1,1,1,4.95,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2,4,NA,NA,1,NA,NA,2000,2,3500,2,15000,2,1,1,350,5,1,NA,NA,NA,270,5,3,950,5,3,1.5,5,3,NA,NA,716,NA,NA,NA,50956,1,11.5565718024199
143,"17025201113520002","17","01","11352","0002",2,2,716,1,1,6,2.4,467000,3300000,2,10395,250,NA,100,1,1,1,1,1,6,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,10560,2,NA,NA,1,NA,NA,27000,2,3500,2,2000,2,1,1,367,5,1,NA,NA,NA,247,5,3,950,5,3,1.6,5,3,0,NA,716,NA,10395,NA,NA,1,19.121453495631
144,"17025201117600001","17","01","11760","0001",1,1,716,1,10,5,5,4e+05,1200000,1,4560,250,NA,100,1,1,1,1,1,5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,100,2,NA,NA,1,NA,NA,124,2,NA,NA,568,2,1,1,5.92,5,1,NA,NA,NA,30,5,3,11.85,5,3,11.85,5,3,0,NA,716,4560,NA,NA,NA,1,62.7031245334032
145,"17025201117600001","17","01","11760","0001",2,2,716,1,15,3.5,3.5,240000,720000,1,2736,250,NA,100,1,1,1,1,1,3.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,75,2,NA,NA,1,NA,NA,74,2,NA,NA,341,2,1,1,4.16,5,1,NA,NA,NA,30,5,3,8.3,5,3,8.3,5,3,NA,NA,716,2736,NA,NA,NA,1,50.68865389042
146,"17025201121370003","17","01","12137","0003",1,1,716,1,1,0.29,0.29,30000,50000,3,1800,25,100,NA,1,1,1,1,1,0.29,NA,NA,NA,100,NA,NA,NA,1,1,50,3,NA,NA,41600,1,1,3,3,300,1,300,1,300,1,1,2,NA,NA,1,NA,NA,NA,3,5,2,1,5,4,2,5,2,NA,1,716,NA,NA,1800,NA,1,12.6667618643886
147,"17025201144050006","17","01","14405","0006",1,1,716,1,1,0.1,0.1,11000,22000,4,854,25,30,70,1,1,1,1,1,0.1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,50,2,NA,NA,1,150,2,12,3,5,3,10,3,1,1,0.5,1,1,NA,NA,NA,0.5,5,4,10,5,4,3,5,4,NA,NA,716,NA,NA,NA,854,1,82.9963658652014
148,"17025201154120002","17","01","15412","0002",1,1,716,1,4,0.11,0.11,13200,39600,4,1552,25,40,60,1,1,1,1,1,0.11,NA,10,NA,90,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,125,2,NA,NA,125,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,7,5,3,5,5,3,NA,NA,716,NA,NA,NA,1552,1,93.8099343289244
149,"17025201154120008","17","01","15412","0008",1,1,716,1,2,0.3,0.3,25200,50400,3,1915,25,100,NA,1,1,1,1,1,0.3,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,375,2,NA,NA,375,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,21,5,3,15,5,3,NA,NA,716,NA,NA,1915,NA,1,84.4445740670013
150,"17025201154120010","17","01","15412","0010",1,1,716,1,4,0.1,0.1,12000,36000,4,1411,25,40,60,1,1,1,1,1,0.1,NA,10,NA,90,NA,NA,NA,1,1,400,1,NA,NA,NA,NA,1,NA,NA,120,2,NA,NA,120,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,6,5,3,6,5,3,NA,NA,716,NA,NA,NA,1411,1,75.0328934162914
151,"17025301034350003","17","01","03435","0003",3,1,716,1,3,1,1,20000,150000,3,5040,25,100,NA,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,7500,2,NA,NA,4320,1,1,NA,NA,NA,NA,NA,NA,216,5,1,1,9,5,1,NA,NA,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,5040,NA,1,91.1182414839189
152,"17025301034350003","17","01","03435","0003",4,2,716,1,1,0.25,0.25,20000,20000,3,672,25,100,NA,2,1,1,1,1,0.25,NA,NA,NA,100,NA,NA,NA,1,1,2500,2,NA,NA,1440,1,1,NA,NA,NA,NA,NA,NA,72,5,1,1,3,5,1,NA,NA,NA,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,672,NA,1,43.9235493094092
153,"17025301046250003","17","01","04625","0003",1,1,716,1,0,0.25,0.25,30000,29100,3,1164,25,NA,100,1,1,1,1,1,0.25,NA,NA,NA,100,NA,NA,NA,1,1,300,2,NA,NA,NA,NA,1,NA,NA,25,2,25,2,25,2,1,2,NA,NA,1,NA,NA,NA,1,5,4,1,5,4,0.25,5,4,NA,NA,716,NA,NA,1164,NA,1,68.8739260373996
154,"17025463000993744","17","63","00099","3744",1,1,716,1,2,1,1,80000,750000,4,74250,10,NA,100,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,10000,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,50,2,3,60,2,3,60,2,3,NA,NA,716,NA,NA,NA,74250,1,1
155,"17025601046610005","17","01","04661","0005",1,1,716,1,2,0.15,0.15,10000,80000,3,2400,25,100,NA,1,1,1,1,1,0.15,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,144,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1.2,2,2,7.8,5,3,NA,NA,NA,NA,NA,716,NA,NA,2400,NA,1,81.3917298269771
156,"17025601046610012","17","01","04661","0012",8,1,716,1,1,0.12,0.12,8000,56000,3,1500,25,100,NA,1,1,1,1,1,0.12,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,104,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,6,5,2,6,2,3,NA,NA,NA,NA,NA,716,NA,NA,1500,NA,1,67.4743942610215
157,"17025601059830001","17","01","05983","0001",3,1,716,1,18,6,6,420000,504000,3,18144,25,10,90,1,1,1,1,1,6,NA,NA,NA,100,NA,NA,NA,1,1,1380,4,NA,NA,71760,1,1,NA,NA,4200,2,1080,2,5400,2,1,1,396,5,1,NA,NA,NA,198.72,5,4,504,5,4,NA,NA,NA,NA,NA,716,NA,NA,18144,NA,1,50.6046478502295
158,"17025601060240008","17","01","06024","0008",1,1,716,1,18,6,6,42000,504000,3,18144,25,10,90,1,1,1,1,1,6,NA,NA,NA,100,NA,NA,NA,1,1,1380,4,NA,NA,71760,1,1,NA,NA,4200,2,1080,2,5400,2,1,1,396,5,1,NA,NA,NA,198.72,5,4,504,5,4,NA,NA,NA,NA,NA,716,NA,NA,18144,NA,1,23.7596167539148
159,"17025601060240008","17","01","06024","0008",2,2,716,1,10,9,9,630000,756000,3,27216,25,10,90,1,1,1,1,1,9,NA,NA,NA,100,NA,NA,NA,1,1,2070,4,NA,NA,107640,1,1,NA,NA,6300,2,1620,2,8100,2,1,1,594,5,1,NA,NA,NA,298.08,5,4,756,5,4,NA,NA,NA,NA,NA,716,NA,NA,27216,NA,1,25.257077935855
160,"17025601089490005","17","01","08949","0005",1,1,716,1,1,0.17,0.17,20000,20000,3,400,25,100,NA,1,1,1,1,1,0.17,NA,NA,NA,100,NA,NA,NA,1,1,200,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0.5,1,NA,NA,1,2,NA,NA,1,NA,NA,NA,2,5,2,2,5,2,NA,NA,NA,NA,NA,716,NA,NA,400,NA,1,63.3429369442405
161,"17025601089490008","17","01","08949","0008",1,1,716,1,5,0.36,0.36,34000,208000,3,7821,25,100,NA,1,1,1,1,1,0.36,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,60,3,10,1,1,NA,NA,31.2,2,NA,NA,1200,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,15.6,5,4,15.6,5,4,2,NA,716,NA,NA,7821,NA,1,84.9025381334013
162,"17025601089490008","17","01","08949","0008",2,2,716,1,2,0.33,0.33,39000,364000,3,13686,25,100,NA,1,1,1,1,1,0.33,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,60,3,10,1,1,NA,NA,78,2,NA,NA,1500,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,20.8,5,4,20.8,5,4,NA,NA,716,NA,NA,13686,NA,1,75.4381729062274
163,"17025601089490011","17","01","08949","0011",2,1,716,1,9,0.3,0.3,27000,240000,3,9408,25,NA,100,1,1,1,1,1,0.3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,38,3,NA,NA,1,1020,2,1020,2,1020,2,1020,2,1,1,34,2,1,NA,NA,NA,41,5,4,61,5,4,3,5,4,NA,NA,716,NA,NA,9408,NA,1,53.498063060863
164,"17025601089490011","17","01","08949","0011",3,2,716,1,1,0.05,0.05,3000,6000,3,235,25,NA,100,1,1,1,1,1,0.05,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,15,3,NA,NA,1,180,2,180,2,180,2,180,2,1,1,6,2,1,NA,NA,NA,7,5,4,8,5,4,1,5,4,NA,NA,716,NA,NA,235,NA,1,416.475553250518
165,"17025601089490018","17","01","08949","0018",1,1,716,1,1,0.12,0.12,12000,36000,3,1008,25,NA,100,1,1,1,1,1,0.12,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,50,2,NA,NA,125,2,1,2,NA,NA,1,NA,NA,NA,3,5,5,12,2,5,12,5,5,NA,2,716,NA,NA,1008,NA,1,38.2154139516676
166,"17025601089490019","17","01","08949","0019",1,1,716,1,6,0.6,0.4,55000,330000,3,12540,25,NA,100,1,1,1,1,1,0.6,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,600,2,96,1,1,NA,NA,2400,2,600,2,1200,2,1,2,NA,NA,1,NA,NA,NA,56,5,2,48,5,5,24,2,3,NA,2,716,NA,NA,12540,NA,1,21.4305618607928
167,"17035063000993696","17","63","00099","3696",1,1,716,1,8,0.5,0.5,40000,372000,2,1215,300,20,80,1,1,1,1,1,0.5,NA,NA,NA,100,NA,NA,NA,1,1,120,2,200,2,200,1,1,96,2,6048.4,2,60,2,244,2,1,1,72,5,1,NA,NA,NA,52,5,3,246,5,3,NA,NA,NA,NA,NA,716,NA,1215,NA,NA,1,1
168,"17035063000993696","17","63","00099","3696",2,2,716,1,7,0.5,0.5,46000,4e+05,2,1306,300,20,80,1,1,1,1,1,0.5,NA,NA,NA,100,NA,NA,NA,1,1,120,2,200,2,200,1,1,96,2,6048.4,2,60,2,244,2,1,1,72,5,1,NA,NA,NA,52,5,3,246,5,3,NA,NA,NA,NA,NA,716,NA,1306,NA,NA,1,1
169,"17035063000993696","17","63","00099","3696",3,3,716,1,6,1,1,84000,7e+05,2,2286,300,20,80,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,240,2,400,2,400,1,1,192,2,12096,2,120,2,488,2,1,1,144,5,1,NA,NA,NA,104,5,3,492,5,3,NA,NA,NA,NA,NA,716,NA,2286,NA,NA,1,1
170,"17035063000993696","17","63","00099","3696",4,4,716,1,5,0.5,0.5,46000,4e+05,2,1306,300,20,80,1,1,1,1,1,0.5,NA,NA,NA,100,NA,NA,NA,1,1,120,2,200,2,200,1,1,96,2,6048,2,60,2,244,2,1,1,72,5,1,NA,NA,NA,52,5,3,246,5,3,NA,NA,NA,NA,NA,716,NA,1306,NA,NA,1,1
171,"17035063000993696","17","63","00099","3696",5,5,716,1,3,1,1,84000,7e+05,2,2286,300,20,80,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,240,2,400,2,400,1,1,192,2,12096,2,120,2,488,2,1,1,144,5,1,NA,NA,NA,104,5,3,492,5,3,NA,NA,NA,NA,NA,716,NA,2286,NA,NA,1,1
172,"17035063000993696","17","63","00099","3696",6,6,716,1,1,1,1,90000,4e+05,2,1306,300,20,80,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,240,2,400,2,400,1,1,192,2,12096,2,120,2,488,2,1,1,144,5,1,NA,NA,NA,104,5,3,492,5,3,NA,NA,NA,NA,NA,716,NA,1306,NA,NA,1,1
173,"17035063000993728","17","63","00099","3728",2,1,716,1,16,11.59,11.59,781674,1400344,2,3960,350,1,99,1,1,1,1,1,11.59,NA,100,NA,NA,NA,NA,NA,1,1,173.85,4,NA,NA,NA,NA,1,3837,2,22454,2,1041,2,2341,2,1,1,19,5,1,NA,NA,NA,779.42,5,3,920.05,2,3,NA,NA,NA,NA,NA,716,NA,3960,NA,NA,1,1
174,"17035063000993728","17","63","00099","3728",3,2,716,1,6,2.23,2.23,150400,269436,2,762,350,1,99,1,1,1,1,1,2.23,NA,100,NA,NA,NA,NA,NA,1,1,33.45,4,NA,NA,NA,NA,1,738,2,4326,2,200,2,451,2,1,1,4,5,1,NA,NA,NA,149.97,5,3,177.02,2,3,NA,NA,NA,NA,NA,716,NA,762,NA,NA,1,1
175,"17035063000993728","17","63","00099","3728",4,3,716,1,2,1.04,1.04,70141,125656,2,355,350,1,99,1,1,1,1,1,1.04,NA,100,NA,NA,NA,NA,NA,1,1,15.6,4,NA,NA,NA,NA,1,344,2,2018,2,15,2,210,2,1,1,2,5,1,NA,NA,NA,69.99,5,3,82.56,2,3,NA,NA,NA,NA,NA,716,NA,355,NA,NA,1,1
176,"17035063000993729","17","63","00099","3729",1,1,716,1,7,13.2,13.2,850000,7200000,2,43200,150,NA,100,1,1,1,1,1,13,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,250000,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,773,2,2,2158,5,3,949,2,3,NA,NA,716,NA,43200,NA,NA,1,1
177,"17035063000993730","17","63","00099","3730",1,1,716,1,0,1.2,1.2,1e+05,25000,2,139,144,NA,100,1,1,1,1,1,1.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,12.85,4,NA,NA,1,8146.26,2,2039.19,2,NA,NA,857.81,2,1,1,57.23,5,1,NA,NA,NA,30,5,3,120,5,3,75,5,3,NA,NA,716,NA,139,NA,NA,1,1
178,"17035063000993730","17","63","00099","3730",2,2,716,1,14,18,18,1503063,16200000,2,90000,144,NA,100,1,1,1,1,1,18,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,192.8,4,NA,NA,1,122193.96,2,30587.85,2,NA,NA,12867.19,2,1,1,858.51,5,1,NA,NA,NA,450,5,3,1800,5,3,1125,5,3,NA,NA,716,NA,90000,NA,NA,1,1
179,"17035063000993733","17","63","00099","3733",1,1,716,1,0,0.29,0.29,26800,3000,2,17,144,NA,100,1,1,1,1,1,0.29,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,4.93,3,NA,NA,1,1968.68,2,492.8,2,NA,NA,210.93,2,1,1,286.17,5,1,NA,NA,NA,13.28,5,3,42.05,5,3,17.7,5,3,NA,NA,716,NA,17,NA,NA,1,1
180,"17035063000993733","17","63","00099","3733",2,2,716,1,8,6,6,478521,4500000,2,25000,144,NA,100,1,1,1,1,1,6,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,102.07,3,NA,NA,1,40731.32,2,10195.95,2,NA,NA,4364.07,2,1,1,13.83,5,1,NA,NA,NA,274.72,5,3,869.95,5,3,366.3,5,3,NA,NA,716,NA,25000,NA,NA,1,1
181,"17035263000993694","17","63","00099","3694",1,1,716,1,20,13,13,950000,10450000,2,52250,200,NA,100,1,1,1,1,1,13,NA,NA,NA,100,NA,NA,NA,1,1,2,4,2,4,NA,NA,1,12.48,4,9,4,2.9,4,2.7,4,1,1,25,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,52250,NA,NA,1,1
182,"17035263000993698","17","63","00099","3698",1,1,716,1,3,12,12,1000300,1.1e+07,3,440000,25,15,85,1,1,1,1,1,12,NA,NA,NA,100,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,8,4,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,840,5,3,2242,5,3,1092,2,3,NA,NA,716,NA,NA,440000,NA,1,1
183,"17045001079020002","17","01","07902","0002",1,1,716,1,10,2.22,2.22,189147,1815811,2,15979,100,12,88,1,1,1,1,1,2.2,NA,NA,NA,70,NA,30,"DUCHA",1,1,NA,NA,160,3,NA,NA,1,1800,2,NA,NA,NA,NA,700,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,440,5,3,NA,NA,NA,NA,NA,716,NA,15979,NA,NA,1,0
184,"17045001079020003","17","01","07902","0003",4,2,716,1,1,5,5,25000,120000,3,4320,25,70,30,1,1,1,1,1,5,NA,NA,NA,50,NA,50,"DUCHA",1,1,NA,NA,1000,2,NA,NA,1,2500,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,50,5,4,NA,NA,NA,NA,NA,716,NA,NA,4320,NA,1,2.06960936051851
185,"17045001089660001","17","01","08966","0001",1,1,716,1,8,15,15,1057302,8500000,4,658750,12,8,92,1,1,1,1,1,15,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,333000,2,NA,NA,1,NA,NA,38340,2,3847,2,22522,2,1,1,1356,5,1,NA,NA,NA,284,5,4,1993,5,4,301,5,4,NA,NA,716,NA,NA,NA,658750,1,0
186,"17045001089660002","17","01","08966","0002",1,1,716,1,8,9.06,9.06,730000,6500000,1,17694,360,5,95,1,1,1,1,1,9.06,NA,NA,NA,100,NA,NA,NA,1,1,15,4,NA,NA,50000,1,1,20,4,NA,NA,NA,NA,NA,NA,1,1,50000,5,1,NA,NA,NA,NA,NA,NA,1800,5,4,NA,NA,NA,NA,NA,716,17694,NA,NA,NA,1,30.5432297257066
187,"17045001089660003","17","01","08966","0003",2,1,716,1,10,1.5,1.5,8124,97488,2,275,312,9,91,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,1.4,4,NA,NA,193.5,1,1,NA,NA,1.78,4,0.12,4,0.81,4,1,2,NA,NA,1,2.1,5,4,NA,NA,NA,41.85,5,4,63.45,5,4,NA,NA,716,NA,275,NA,NA,1,0
188,"17045001092260003","17","01","09226","0003",1,1,716,1,2,0.2,0.2,2400,9000,3,360,25,100,NA,1,1,2,2,1,0.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,400,1,1,NA,NA,75,2,NA,NA,75,2,1,1,100,5,1,NA,NA,NA,NA,NA,NA,40,5,3,NA,NA,NA,NA,1,716,NA,NA,360,NA,1,15.5439705419464
189,"17045001092260009","17","01","09226","0009",2,1,716,1,1,0.2,0.2,2400,10000,3,360,25,100,NA,1,1,1,1,1,0.2,NA,NA,NA,50,50,NA,NA,1,1,1400,1,NA,NA,NA,NA,1,NA,NA,2880,2,NA,NA,420,2,1,2,NA,NA,1,NA,NA,NA,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,360,NA,1,70.0870912020821
190,"17045001092260010","17","01","09226","0010",2,1,716,1,10,0.06,0.06,8000,9600,3,269,25,100,NA,1,1,1,1,1,0.06,NA,NA,NA,50,50,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,600,2,NA,NA,300,2,1,2,NA,NA,1,NA,NA,NA,0.25,5,3,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,269,NA,1,102.217731083143
191,"17045001092260010","17","01","09226","0010",3,2,716,1,1,0.14,0.14,13000,19200,3,538,25,100,NA,1,1,1,1,1,0.14,NA,NA,NA,50,50,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,120,2,NA,NA,60,2,1,2,NA,NA,1,NA,NA,NA,0.5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,538,NA,1,62.4761960593998
192,"17045001092260010","17","01","09226","0010",4,3,716,1,8,0.35,0.35,20000,57600,3,1613,25,100,NA,1,1,1,1,1,0.35,NA,NA,NA,50,50,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1800,2,NA,NA,900,2,1,2,NA,NA,1,NA,NA,NA,15,5,3,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,1613,NA,1,67.7715057834373
193,"17045001092260012","17","01","09226","0012",1,1,716,1,2,0.2,0.2,25000,100800,3,3226,25,NA,100,1,1,1,2,1,0.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,200,1,1,NA,NA,1080,2,NA,NA,528,2,1,2,NA,NA,1,NA,NA,NA,12,5,3,22,2,3,NA,NA,NA,NA,NA,716,NA,NA,3226,NA,1,68.7079324477028
194,"17045001092260013","17","01","09226","0013",1,1,716,1,1,0.45,0.45,54000,120000,3,4800,25,30,70,1,2,2,2,1,0.45,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,48,1,1,140,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,29.7,5,2,45,5,2,NA,NA,NA,NA,NA,716,NA,NA,4800,NA,1,81.2234845529147
195,"17045001092260014","17","01","09226","0014",1,1,716,1,8,0.4,0.4,37000,360000,3,14400,25,25,75,1,1,1,1,1,0.4,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,200,3,100,1,1,NA,NA,50,3,NA,NA,30,3,1,1,8,5,1,NA,NA,NA,5,5,4,5,5,4,5,5,4,NA,NA,716,NA,NA,14400,NA,1,71.7389511349116
196,"17045001092260015","17","01","09226","0015",1,1,716,1,6,0.38,0.38,15000,33600,3,1344,25,100,NA,1,1,1,2,1,0.38,NA,NA,NA,100,NA,NA,NA,1,1,2318,2,NA,NA,NA,NA,1,6316.44,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,27.96,2,2,29.29,2,2,NA,NA,NA,NA,NA,716,NA,NA,1344,NA,1,75.4684909175208
197,"17045001092260015","17","01","09226","0015",2,2,716,1,1,0.36,0.36,12000,24000,3,960,25,100,NA,1,1,1,2,1,0.36,NA,NA,NA,100,NA,NA,NA,1,1,2182,2,NA,NA,NA,NA,1,5983.56,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,20.04,2,2,26.71,2,2,NA,NA,NA,NA,NA,716,NA,NA,960,NA,1,23.7905342857028
198,"17045001092260016","17","01","09226","0016",3,1,716,1,1,0.14,0.14,18000,96000,3,3763,25,100,0,1,1,1,1,1,0.14,NA,NA,NA,50,50,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,2000,2,NA,NA,500,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,3763,NA,1,67.0252736563399
199,"17045001092260018","17","01","09226","0018",1,1,716,1,2,0.2,0.2,21000,204000,3,7752,25,5,95,1,1,1,1,1,0.2,NA,NA,NA,60,40,NA,NA,1,1,75,3,NA,NA,NA,NA,1,NA,NA,500,2,100,2,100,2,1,1,12,5,1,NA,NA,NA,4,5,2,10,5,3,NA,NA,NA,NA,NA,716,NA,NA,7752,NA,1,9.23382969882703
200,"17045001092260019","17","01","09226","0019",1,1,716,1,8,0.3,0.3,30000,204000,3,8160,25,10,90,1,2,1,2,1,0.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,400,1,1,4606.8,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,20,5,3,45,5,3,NA,NA,NA,NA,NA,716,NA,NA,8160,NA,1,27.1234001184034
201,"17045001092260020","17","01","09226","0020",1,1,716,1,4,0.35,0.35,15000,225000,3,9000,25,10,90,1,1,1,1,1,0.35,NA,NA,NA,70,30,NA,NA,1,1,250,3,NA,NA,NA,NA,1,NA,NA,120,2,NA,NA,576,2,1,2,NA,NA,1,NA,NA,NA,1.5,5,3,20,2,3,NA,NA,NA,NA,NA,716,NA,NA,9000,NA,1,45.6193041313144
